age,gender,education_level,employment_type,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,default_flag,marital_status,dependents,late_payments,on_time_payments,company_name,city,annual_income_missing,join_year,join_month,join_day,join_weekday,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,income_bin,credit_flag,transaction_bin,transaction_cluster,debt_to_income,avg_monthly_txn,spending_income_ratio
23.0,0,4,Salaried,431971.5854327375,374874.0310747086,555.0068004607532,1.0,369.0,0.3171005593976564,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2024,5,16,3,False,False,True,False,False,True,False,Low,0,High,0,0.8678210412825416,61.5,0.3171005593976564
20.0,1,1,Salaried,275671.8208078189,218860.4680280056,650.6536083569019,1.0,450.0,0.4821886625429948,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,5,13,2,False,False,False,False,True,False,False,Low,0,Very High,2,0.7939167209280392,75.0,0.4821886625429948
24.0,0,1,Self-Employed,223477.1342888393,382238.3791357106,497.279943092564,3.0,328.0,0.6533475289090568,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2024,5,28,1,True,False,False,False,False,True,False,Low,0,High,0,1.7104138208684736,54.666666666666664,0.6533475289090568
68.0,0,2,Salaried,330841.9118342294,300075.4981446933,638.6943207161786,1.0,23.0,0.5982225209166164,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2021,3,24,2,False,False,False,False,False,True,False,Low,0,Low,1,0.9070056948983181,3.8333333333333335,0.5982225209166164
25.0,1,4,Salaried,650859.1836718821,247298.06199395063,699.6990653106417,0.0,283.0,0.5119517982863772,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2023,7,28,4,False,False,True,True,False,False,False,Low,0,High,0,0.3799563226546114,47.166666666666664,0.5119517982863772
59.0,1,2,Self-Employed,336576.2475659798,498930.3453443649,729.1398439621845,5.0,489.0,0.1767508252091511,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2016,5,22,6,False,False,False,False,True,False,False,Low,1,Very High,2,1.482369445118252,81.5,0.1767508252091511
69.0,0,2,Unemployed,708429.6491735966,251903.6572594004,763.4257962861913,1.0,223.0,0.8633017605305344,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2019,1,7,0,False,False,False,True,False,False,False,Low,1,Medium,3,0.3555803424563797,37.166666666666664,0.8633017605305344
32.0,0,4,Self-Employed,292673.66566736216,548538.449813091,715.8572927566564,2.0,472.0,0.1012741820970582,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2025,11,27,3,False,True,False,False,False,True,False,Low,1,Very High,2,1.8742323418893847,78.66666666666667,0.1012741820970582
64.0,1,1,Salaried,737023.5844223668,304953.8896686096,609.3210769120238,0.0,281.0,0.4447290441551258,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2022,3,9,2,False,True,False,True,False,False,False,Low,0,High,0,0.41376408586383767,46.833333333333336,0.4447290441551258
46.0,1,1,Salaried,396883.8134572216,175229.75873712555,468.96216961982384,8.0,166.0,0.775630228843711,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,9,12,2,True,False,False,True,False,False,False,Low,0,Medium,3,0.4415139967808559,27.666666666666668,0.775630228843711
50.0,1,1,Unemployed,438393.72570348624,20000.0,749.0656908397992,4.0,12.0,0.1163499997211796,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,1,22,0,False,False,False,False,False,True,False,Low,1,Low,1,0.04562109087648595,2.0,0.1163499997211796
69.0,0,3,Salaried,440126.3261491665,478622.5190696984,597.5401502263958,2.0,311.0,0.5832396320417094,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2025,5,15,3,True,False,False,False,False,True,False,Low,0,High,0,1.087466235563207,51.833333333333336,0.5832396320417094
47.0,1,3,Unemployed,616423.6334687624,443191.2537172978,505.3383419080585,1.0,189.0,0.8361189186198675,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,2,6,3,False,False,True,False,False,False,True,Low,0,Medium,3,0.7189718720279351,31.5,0.8361189186198675
56.0,0,2,Salaried,550415.3524736508,419336.5047430471,837.1562576098984,3.0,157.0,0.2127328191252271,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,9,21,0,True,False,False,False,False,True,False,Low,1,Medium,3,0.7618546664050788,26.166666666666668,0.2127328191252271
44.0,0,3,Unemployed,527834.2503388494,492677.9518581829,643.9447281466414,3.0,175.0,0.4610768922872073,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2021,7,23,4,False,False,False,False,False,True,False,Low,0,Medium,3,0.9333951927937654,29.166666666666668,0.4610768922872073
53.0,1,3,Unemployed,483822.0162805983,569549.9959416932,698.8972506949827,5.0,405.0,0.8582521706671026,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2022,5,9,0,False,True,False,False,False,False,True,Low,0,Very High,2,1.177189083539712,67.5,0.8582521706671026
46.0,0,4,Salaried,386121.2255541026,20000.0,672.811588569954,2.0,300.0,0.8071480563363383,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,10,8,0,False,True,False,False,True,False,False,Low,0,High,0,0.05179720428810675,50.0,0.8071480563363383
55.0,1,2,Self-Employed,719380.8112847046,34522.114808822225,648.5586387048036,3.0,411.0,0.1496598976672667,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2021,6,24,3,True,False,False,False,False,False,True,Low,0,Very High,2,0.047988651166787424,68.5,0.1496598976672667
50.0,0,2,Salaried,517192.1873847243,257828.94176380505,611.2980123341285,0.0,356.0,0.4881116484182634,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2024,8,17,5,False,True,False,True,False,False,False,Low,0,High,0,0.49851669853630937,59.333333333333336,0.4881116484182634
54.0,1,4,Salaried,614834.6284226025,446785.46163395216,591.6210790517905,5.0,157.0,0.8485866436710502,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2024,2,13,1,False,False,False,False,False,False,True,Low,0,Medium,3,0.7266758262790253,26.166666666666668,0.8485866436710502
44.0,0,1,Salaried,540026.6188053857,343303.9856413487,850.0,1.0,271.0,0.6753386923940915,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2016,5,18,2,False,False,False,False,False,False,True,Low,1,High,0,0.6357167844814485,45.166666666666664,0.6753386923940915
50.0,0,4,Self-Employed,415685.6304410388,343631.8876995449,504.2404791610769,4.0,62.0,0.5034136152413072,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,3,31,5,False,False,True,False,True,False,False,Low,0,Low,1,0.8266628974760433,10.333333333333334,0.5034136152413072
21.0,1,1,Salaried,979076.2157244388,233187.55062053248,606.6957823109979,1.0,312.0,0.1040303942247752,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2021,2,15,0,False,True,False,False,False,False,False,Low,0,High,0,0.2381709890153875,52.0,0.1040303942247752
39.0,1,2,Self-Employed,746028.0361638928,173068.0555386732,560.9724100218407,0.0,369.0,0.5141217485625037,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2025,3,13,3,False,True,False,False,True,False,False,Low,0,High,0,0.2319859940232224,61.5,0.5141217485625037
19.0,1,2,Salaried,391978.4003328488,285405.3111447967,701.7807433735145,3.0,96.0,0.8359974126997052,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2016,9,23,4,False,False,True,False,False,False,True,Low,1,Low,1,0.7281148933268888,16.0,0.8359974126997052
43.55969887955182,1,3,Salaried,910513.6790631792,261826.77741664436,608.6021386922534,1.0,360.0,0.5361581431851905,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2019,12,19,3,True,False,False,True,False,False,False,Low,0,High,0,0.28755941117330164,60.0,0.5361581431851905
22.0,0,3,Self-Employed,685474.3658570118,232593.00445675277,600.1029885875419,0.0,464.0,0.2219097570091815,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2017,12,12,1,False,False,True,True,False,False,False,Low,0,Very High,2,0.33931685274029794,77.33333333333333,0.2219097570091815
27.0,0,4,Self-Employed,281404.7195715897,394357.6089315612,714.1772591432472,4.0,141.0,0.6967379882389311,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2023,9,8,4,False,True,False,False,False,False,False,Low,1,Medium,3,1.40138946330371,23.5,0.6967379882389311
50.0,1,3,Self-Employed,676399.5170930168,298509.1838251249,843.512185199099,2.0,92.0,0.4279824900885466,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2017,3,3,4,True,False,False,False,False,True,False,Low,1,Low,1,0.44132081156420266,15.333333333333334,0.4279824900885466
55.0,0,2,Self-Employed,583234.4043202936,366344.2354556864,566.9587926395978,3.0,393.0,0.5910566453388919,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2026,4,12,6,False,False,False,False,False,False,True,Low,0,Very High,2,0.6281252147369927,65.5,0.5910566453388919
30.0,0,2,Unemployed,533114.7573956504,283244.3038518202,494.86661888724007,2.0,37.0,0.8914933343263317,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2024,10,9,2,False,False,False,False,False,True,False,Low,0,Low,1,0.5313008126721407,6.166666666666667,0.8914933343263317
48.0,0,1,Salaried,702948.4602182407,402952.18964889465,656.253700702587,2.0,329.0,0.8460436911796279,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,10,20,1,False,False,True,True,False,False,False,Low,0,High,0,0.5732314848855238,54.833333333333336,0.8460436911796279
64.0,1,3,Salaried,568168.6423578806,134346.28269234623,733.7612572182089,4.0,160.0,0.4972665981597266,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2016,9,25,6,False,False,False,False,False,True,False,Low,1,Medium,3,0.23645494079858703,26.666666666666668,0.4972665981597266
53.0,1,1,Self-Employed,98029.06362103904,87859.58361501546,628.4700862502027,2.0,96.0,0.3037709659456326,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,8,17,0,False,True,False,False,True,False,False,Low,0,Low,1,0.89626056160919,16.0,0.3037709659456326
62.0,1,2,Self-Employed,229316.0396285244,249476.31943839096,713.2888808625324,0.0,119.0,0.1196206205934473,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2017,7,27,3,False,False,True,False,True,False,False,Low,1,Low,1,1.0879148263790217,19.833333333333332,0.1196206205934473
41.0,0,3,Self-Employed,1644432.500209942,1658713.826517351,648.5011530516384,2.0,333.0,0.4264001992475367,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,3,22,6,False,True,False,False,False,False,False,Medium,0,High,0,1.0086846534020617,55.5,0.4264001992475367
69.0,1,1,Self-Employed,899117.2831007193,245668.4644279384,850.0,1.0,41.0,0.2113352427708036,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2026,1,8,3,False,True,False,False,False,True,False,Low,1,Low,1,0.27323294640796997,6.833333333333333,0.2113352427708036
32.0,1,2,Salaried,630336.7353037986,605094.7797560308,711.4269477151265,2.0,314.0,0.2801553426459758,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,4,21,5,True,False,False,False,False,False,False,Low,1,High,0,0.9599548080668309,52.333333333333336,0.2801553426459758
46.0,1,1,Salaried,608222.7838664897,147151.4129478318,601.5533257364918,1.0,19.0,0.6673711949907246,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2025,2,4,1,True,False,False,False,True,False,False,Low,0,Low,1,0.2419366995961349,3.1666666666666665,0.6673711949907246
25.0,0,3,Self-Employed,521570.10503951606,270949.1609512208,574.7976134557783,3.0,261.0,0.2131279008087892,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2017,1,26,3,True,False,False,False,True,False,False,Low,0,High,0,0.51948752110839,43.5,0.2131279008087892
22.0,1,1,Salaried,315689.1207308037,24525.75094382267,677.0374774182782,2.0,304.0,0.8835522177065153,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2016,11,12,5,False,False,False,False,False,False,False,Low,0,High,0,0.07768956651736002,50.666666666666664,0.8835522177065153
46.0,1,1,Salaried,209274.291625484,521680.7135270333,717.3798907211562,0.0,485.0,0.2231891412979633,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2026,3,5,3,True,False,False,False,True,False,False,Low,1,Very High,2,2.492808406971602,80.83333333333333,0.2231891412979633
64.0,1,2,Salaried,699157.8740028418,281932.6854693685,519.2348370427941,2.0,42.0,0.816553909198126,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2024,12,14,5,False,True,False,False,False,True,False,Low,0,Low,1,0.40324609927545857,7.0,0.816553909198126
21.0,1,3,Salaried,832680.7978102057,20000.0,651.1120083669989,3.0,209.0,0.3722080554831219,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2026,1,8,3,False,False,True,False,False,False,True,Low,0,Medium,3,0.02401880775033632,34.833333333333336,0.3722080554831219
29.0,0,4,Self-Employed,635507.9840716342,252646.1611500068,724.2865072107821,1.0,410.0,0.5971732948128496,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2024,1,6,5,False,False,True,False,False,False,True,Low,1,Very High,2,0.3975499403348623,68.33333333333333,0.5971732948128496
62.0,1,4,Salaried,401836.5000052,20000.0,683.375405695911,0.0,236.0,0.5265342417941559,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,8,16,3,False,True,False,False,True,False,False,Low,0,Medium,3,0.049771486661219645,39.333333333333336,0.5265342417941559
19.0,1,1,Salaried,418203.3405504021,482901.3899428323,712.3918854520983,2.0,159.0,0.1396456657530335,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2022,5,29,6,False,False,False,False,False,False,True,Low,1,Medium,3,1.1547047646900197,26.5,0.1396456657530335
44.0,0,2,Self-Employed,638625.5061823896,163357.1389063053,799.0916955527198,2.0,44.0,0.7202913492756943,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2026,3,13,4,False,False,True,False,False,False,True,Low,1,Low,1,0.2557948865569597,7.333333333333333,0.7202913492756943
48.0,1,3,Salaried,476688.6210387344,306082.26879005367,339.0610854309205,5.0,53.0,0.2358314791528481,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,12,30,6,False,True,False,False,False,False,True,Low,0,Low,1,0.6421010598555535,8.833333333333334,0.2358314791528481
68.0,1,2,Salaried,468533.47556113335,188921.40955040912,671.8410385741973,4.0,323.0,0.2618712619830887,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,12,19,5,False,True,False,False,True,False,False,Low,0,High,0,0.40321859462474846,53.833333333333336,0.2618712619830887
68.0,0,3,Salaried,392298.69879190606,270005.2661826731,414.8596975051355,3.0,366.0,0.5143270707100374,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2022,6,12,6,False,True,False,False,False,False,True,Low,0,High,0,0.6882644959418965,61.0,0.5143270707100374
53.0,1,2,Self-Employed,367331.7008970112,420504.8614994186,645.4936813890478,3.0,155.0,0.1174968211587764,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,3,24,1,False,False,True,False,False,False,False,Low,0,Medium,3,1.1447551639909117,25.833333333333332,0.1174968211587764
53.0,1,4,Salaried,475934.2017983969,239199.7970077134,779.9098154132291,1.0,353.0,0.6622912577143909,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2024,1,27,5,False,False,True,False,False,False,False,Low,1,High,0,0.5025900557342948,58.833333333333336,0.6622912577143909
43.0,1,4,Salaried,183256.23606716568,383587.83156068,637.1406843644606,2.0,314.0,0.2823373747847184,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2021,12,24,4,True,False,False,False,False,False,True,Low,0,High,0,2.093177508131785,52.333333333333336,0.2823373747847184
60.0,0,4,Salaried,623861.9829456876,20000.0,556.5568484955442,3.0,351.0,0.5216805815883191,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,4,22,2,True,False,False,True,False,False,False,Low,0,High,0,0.03205837275989482,58.5,0.5216805815883191
44.0,0,2,Self-Employed,126564.31977101474,109042.42393640064,732.5572274276876,2.0,53.0,0.2334791015379599,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2023,9,11,0,False,True,False,True,False,False,False,Low,1,Low,1,0.8615573815249399,8.833333333333334,0.2334791015379599
22.0,0,2,Self-Employed,713070.2399517738,307835.63726244547,663.9845537678813,3.0,137.0,0.6570326580134469,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2016,9,11,6,False,True,False,False,False,False,False,Low,0,Medium,3,0.4317045082168412,22.833333333333332,0.6570326580134469
37.0,0,1,Self-Employed,394462.3204645618,192211.17197607385,668.9094341113745,1.0,450.0,0.1118141200501486,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,6,3,2,False,True,False,False,False,False,False,Low,0,Very High,2,0.48727384595239676,75.0,0.1118141200501486
28.0,1,4,Unemployed,476212.13405590254,476077.16705237736,850.0,0.0,302.0,0.3673528336085019,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2016,9,22,3,False,True,False,False,False,False,True,Low,1,High,0,0.9997165821828695,50.333333333333336,0.3673528336085019
27.0,1,1,Salaried,611607.1858184215,425541.748817664,499.2980830314159,3.0,243.0,0.4854766683264001,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2022,8,18,3,False,False,True,False,True,False,False,Low,0,Medium,3,0.69577624116405,40.5,0.4854766683264001
57.0,0,2,Self-Employed,442417.65558677085,504506.4622092467,586.3642385126795,0.0,77.0,0.23532646471327,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2022,4,7,3,True,False,False,False,False,False,False,Low,0,Low,1,1.140339802985775,12.833333333333334,0.23532646471327
55.0,0,3,Salaried,352315.6549063749,314780.4844047794,687.6110947151709,2.0,18.0,0.1007356417485957,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2021,1,15,4,False,False,False,False,False,False,True,Low,0,Low,1,0.8934615309343259,3.0,0.1007356417485957
23.0,1,4,Self-Employed,557286.9101176083,188481.0952761013,771.9002488454786,1.0,394.0,0.8180856351652599,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2025,7,4,4,False,True,False,False,False,False,False,Low,1,Very High,2,0.3382119548372754,65.66666666666667,0.8180856351652599
25.0,0,4,Self-Employed,541987.1625617342,391866.9196726956,553.9536119984763,2.0,389.0,0.7713580654563169,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2023,6,13,1,True,False,False,False,False,False,False,Low,0,Very High,2,0.7230188217383482,64.83333333333333,0.7713580654563169
40.0,1,4,Salaried,657560.4765236299,141795.6134341185,608.9136682125409,0.0,254.0,0.1391888024502165,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,10,8,0,False,True,False,False,False,False,True,Low,0,Medium,0,0.2156388932980874,42.333333333333336,0.1391888024502165
64.0,1,4,Salaried,348414.37438623025,256445.8447143617,643.153629467428,4.0,405.0,0.7078678704871492,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2019,12,30,0,False,False,True,False,False,False,True,Low,0,Very High,2,0.7360369249004692,67.5,0.7078678704871492
43.0,1,4,Unemployed,429595.2915261104,361217.2020573694,634.7858757125862,1.0,141.0,0.3032134167070446,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,11,22,3,False,False,False,False,False,True,False,Low,0,Medium,3,0.8408313805632457,23.5,0.3032134167070446
63.0,1,2,Salaried,404543.3862617225,194210.8230387456,719.7473040763614,1.0,461.0,0.1261321149780305,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,4,23,3,True,False,False,False,True,False,False,Low,1,Very High,2,0.4800741518317628,76.83333333333333,0.1261321149780305
60.0,0,4,Salaried,293673.3622696623,658314.7010057927,644.9846957408679,1.0,466.0,0.5236882066999401,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2021,9,2,3,True,False,False,False,False,True,False,Low,0,Very High,2,2.241656158113866,77.66666666666667,0.5236882066999401
29.0,0,4,Unemployed,619971.4071441328,408112.685653461,714.9588115061761,0.0,347.0,0.8320390202167846,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,8,7,1,False,False,False,False,False,True,False,Low,1,High,0,0.6582766252614967,57.833333333333336,0.8320390202167846
43.0,1,1,Self-Employed,434791.33018154686,162108.08000300388,529.7112927383978,1.0,279.0,0.2661675043142346,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2024,4,27,5,False,False,True,False,False,True,False,Low,0,High,0,0.3728411050315004,46.5,0.2661675043142346
30.0,1,3,Self-Employed,563552.2851828926,443722.4288541972,664.4651856700235,0.0,339.0,0.2415737522956831,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2019,5,23,3,False,False,False,False,False,True,False,Low,0,High,0,0.787366923213156,56.5,0.2415737522956831
57.0,0,4,Unemployed,50000.0,544942.632476583,653.4574004754332,1.0,451.0,0.8325303865003206,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,10,2,4,True,False,False,False,False,True,False,Low,0,Very High,2,10.89885264953166,75.16666666666667,0.8325303865003206
35.0,1,1,Salaried,541987.1625617342,73783.1205082672,734.3678657149345,0.0,27.0,0.2333480662788753,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,4,13,0,False,False,False,False,False,False,False,Low,1,Low,1,0.1361344430364862,4.5,0.2333480662788753
43.55969887955182,0,2,Salaried,381599.024740473,491965.4376125978,850.0,0.0,67.0,0.1082607547225874,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,11,18,6,False,False,True,False,False,True,False,Low,1,Low,1,1.2892208986833376,11.166666666666666,0.1082607547225874
50.0,1,1,Self-Employed,298948.3816410321,110697.9746950528,745.6289343935348,1.0,249.0,0.7865955082237588,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,4,24,1,False,False,True,False,False,False,True,Low,1,Medium,0,0.37029126596167855,41.5,0.7865955082237588
64.0,0,4,Self-Employed,232464.9444728284,298694.9288674392,579.6457507931306,1.0,419.0,0.1367368899192296,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2023,10,16,0,False,True,False,False,True,False,False,Low,0,Very High,2,1.2849031046156383,69.83333333333333,0.1367368899192296
57.0,1,1,Salaried,1580146.3428773882,1305001.8896158163,713.3265856391439,2.0,484.0,0.3280361286699921,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,4,19,3,False,False,False,True,False,False,False,Medium,1,Very High,2,0.8258740688786179,80.66666666666667,0.3280361286699921
60.0,1,1,Salaried,414427.4555300435,201163.1683980702,644.9821831593804,2.0,284.0,0.3050879475346758,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2023,1,27,4,False,False,False,True,False,False,False,Low,0,High,0,0.4854001966177337,47.333333333333336,0.3050879475346758
29.0,1,2,Salaried,677740.9173998189,200680.4457530056,616.1299589394424,1.0,160.0,0.6211010008470289,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,8,12,6,True,False,False,False,False,False,False,Low,0,Medium,3,0.29610200683016813,26.666666666666668,0.6211010008470289
61.0,1,1,Unemployed,411257.8175949684,171603.06758254423,597.1125984541634,4.0,321.0,0.2854404559354136,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2016,6,11,5,False,False,True,False,False,True,False,Low,0,High,0,0.41726396494072077,53.5,0.2854404559354136
53.0,1,2,Salaried,541987.1625617342,218958.53926268016,591.8017871027437,1.0,343.0,0.3950244421626151,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2026,5,1,4,False,False,False,False,False,False,True,Low,0,High,0,0.4039921134437202,57.166666666666664,0.3950244421626151
65.0,0,2,Unemployed,558430.3857682381,150881.04922363805,648.5011530516384,4.0,455.0,0.6711266536147777,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,4,1,6,True,False,False,True,False,False,False,Low,0,Very High,2,0.27018774957252645,75.83333333333333,0.6711266536147777
21.0,1,1,Salaried,863865.1120808942,466957.8099418415,520.4538279513522,1.0,464.0,0.4970500232092181,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2021,3,26,4,False,True,False,False,False,True,False,Low,0,Very High,2,0.5405448181800339,77.33333333333333,0.4970500232092181
22.0,1,4,Self-Employed,399815.3229643668,79428.15825955028,715.5032851722117,2.0,74.0,0.6306300087300393,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2023,7,30,6,False,False,False,True,False,False,False,Low,1,Low,1,0.1986621164757841,12.333333333333334,0.6306300087300393
54.0,0,3,Self-Employed,2913728.395237226,2278719.7162683164,614.3717092348218,0.0,104.0,0.2342356103576625,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,6,10,6,False,False,False,True,False,False,False,High,0,Low,1,0.7820631874930781,17.333333333333332,0.2342356103576625
25.0,0,1,Salaried,749762.825786524,279972.8486281569,668.2065761390902,2.0,221.0,0.8591525913678557,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2016,10,19,2,True,False,False,False,False,True,False,Low,0,Medium,3,0.3734152174515412,36.833333333333336,0.8591525913678557
59.0,2,1,Salaried,626068.9625445659,20000.0,563.0195781824008,2.0,436.0,0.5193704569362694,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2016,11,22,1,True,False,False,False,True,False,False,Low,0,Very High,2,0.031945362566310455,72.66666666666667,0.5193704569362694
66.0,0,1,Self-Employed,465942.38903737575,415921.2155028928,707.9060134243819,1.0,352.0,0.1109095065710903,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2019,8,29,3,False,False,True,False,True,False,False,Low,1,High,0,0.8926451537542542,58.666666666666664,0.1109095065710903
